"group","album","id","First_.lp._release","release_date","month","Selfdetermination","style","language","Language_2nd","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","City","sex","region","longList","image","ID.на.сайту.Аристократов","Ссылка.на.группу","listen"
"Inner Suffering","Slow Dance On The Ashes Of Failure","sing73","","03.02","feb","","metal","англійська","","","","*","","","","*","","Tulsa (USA)","мікс","Закордон","Інші альбоми","https://f4.bcbits.com/img/a0215637546_16.jpg",20227,"https://www.facebook.com/Inner-Suffering-164436420866143/","https://innersuffering.bandcamp.com/album/slow-dance-on-the-ashes-of-failure"
"Ivan NAVI","Такі Молоді","sing74","*","09.10.2019","oct","","pop","українська","","*","","","*","*","*","*","*","Львів","чоловіча","Захід","Інші альбоми","http://radioclub.ua/thumb/og_image_600x315_song/images/songs/2016/63/5b/58298a4de1088_58298a4c841b2.jpg",20228,"https://www.facebook.com/ivanofficialnavi","https://www.youtube.com/playlist?list=PLSql_sUXfrOKw-GkkWXydOY0V44OoDDs2"
"Ivan Блюz & Ігор Набаранчук","Наше останнє","sing75","","24.09.2019","sep","rock & alternative","rock","українська","","","","","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://i.ytimg.com/vi/2aEsR8jVtVk/maxresdefault.jpg",20229,"","https://www.youtube.com/watch?v=2aEsR8jVtVk"
"Jamala","Крила","sing76","","23.11.2019","nov","pop","pop","українська","eng","*","*","","*","*","*","","*","Київ","жіноча","Центр","Long list","https://yt3.ggpht.com/a-/AN66SAyal4UOP_mRAWdQ9PsZaopKiTWmno-UpC59xA=s900-mo-c-c0xffffffff-rj-k-no",20230,"https://www.facebook.com/jamalaofficial/","https://itunes.apple.com/ua/album/%D0%BA%D1%80%D0%B8%D0%BB%D0%B0/1437159875?l=ru"
"Jinjer","Cloud Factory","sing77","","16.02","feb","Groove metal","metal","англійська","рос","*","*","*","*","*","*","*","*","Донецьк","мікс","Схід","Long list","https://images.genius.com/bc6a0e3c5666c1feb8b498c5398bfe7e.700x700x1.jpg",20231,"https://www.facebook.com/JinjerOfficial/","https://itunes.apple.com/ru/album/cloud-factory/1323278426"
"Joneser","ВІЛЬНІ","sing78","*","06.04.2019","apr","indie-rock","pop","українська","","*","*","","*","*","","*","*","Київ","чоловіча","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/joneser400.jpg",20232,"https://www.facebook.com/joneser99/","https://soundcloud.com/joneser99/sets/vilni"
"Joryj Kłoc","KORA","sing79","","10.02","feb","rock, folk, ethno","ethno","українська","","","","*","*","","","","","Львів ","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a2602113520_16.jpg",20380,"https://www.facebook.com/Joryj.Kloc.wataga/","https://play.google.com/store/music/album/Joryj_K%C5%82oc_KORA?id=Br3w4rvxccgodjngy4hb6xpppum&fbclid=IwAR0Y0O-wVOs0fRrkpGpj48CZk_VM0nubM1X4KGmRraqbrFRcHkICihF3q2Q"
"JULINOZA","I Am Riff","sing81","","03.07","jul","breakbeat","jazz","англійська","рос, укр","*","*","","*","*","*","*","","Одеса","мікс","Південь","Інші альбоми","https://notatky.com.ua/wp-content/uploads/july400.jpg",20233,"https://www.facebook.com/JulinozaMusic/","https://itunes.apple.com/us/album/i-am-riff/1400058032?app=apple%20music&ign-mpt=uo%3D4"
"JULINOZA","The Conductor of Imagination","sing80","","23.04.2019","apr","jazz, blues","jazz","англійська","рос","*","*","","*","*","*","*","*","Одеса","мікс","Південь","Інші альбоми","https://images.shazam.com/coverart/t107137983-b1372591830_s400.jpg",20234,"https://www.facebook.com/JulinozaMusic/","https://itunes.apple.com/us/album/the-conductor-of-imagination/1372591829"
"KAZKA","KARMA","sing82","*","27.04.2019","apr","pop","pop","українська","","*","","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/KAZKA_KARMA_400.jpg",20235,"https://www.facebook.com/kazka.band/?ref=br_rs","https://itunes.apple.com/ua/album/karma/1373736543?app=music&ign-mpt=uo%3D4"
"Keepleer 18","Relictum","sing83","","03.04.2019","apr","Sludge","metal","дивна","","","","*","","","","*","","Чернігів","чоловіча","Північ","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a2758802536_10.jpg",20416,"https://www.facebook.com/Keepleer18/","https://badroad.bandcamp.com/album/relictum"
"KID - S","Сльози та Вогонь","sing84","","04.02","feb","rock/psy pop/experimental","rock","українська","","","","","","","","*","","Дніпро","чоловіча","Схід","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/dd-SGah6MWY.jpg",20405,"https://www.facebook.com/groups/529674207387931/about/","https://www.youtube.com/watch?v=tntKGBXQFnY&list=PL8dEdGxsnhtyl9ijE3-kqRfw52dujJX6a"
"King Imagine","Femininho","sing85","","11.10.2019","oct","Experimental","avant-garde","англійська","рос","","","*","","","","*","","Київ","чоловіча","Центр","Long list","https://3.bp.blogspot.com/-2VEu6EPLlSg/W9gunNsKBHI/AAAAAAAAFTY/V615SBUgnw0iXzE1tEdCnOlp8ZECx-X2gCLcBGAs/s400/%25D0%25BC%25D1%2583%25D0%25B7%25D1%258B%25D0%25BA%25D0%25B0.jpg",20236,"https://www.facebook.com/King-Imagine-aka-Bass-Assassin-173298599390330/","https://skprecords.bandcamp.com/album/king-imagine-femininho"
"King Imagine","Next Nowhere.exe","sing86","","08.08.2019","aug","electronic","electronic","немає","-","","","*","","","","","","Київ","чоловіча","Центр","Інші альбоми","http://freake.ru/uploads/music/2018-08/1533764051-3542.jpg",20366,"https://www.facebook.com/King-Imagine-aka-Bass-Assassin-173298599390330/","https://soundcloud.com/cota303/sets/king-imagine-next-nowhereexe"
"Kira Mazur","Мій Folk","sing87","*","16.10.2019","oct","Ethno. Folk","ethno","українська","","*","*","","*","","","*","*","Погребище","жіноча","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/folk-400.jpg",20237,"https://www.facebook.com/kira.mazur.official/","https://itunes.apple.com/ua/album/%D0%BC%D1%96%D0%B9-folk/1438840816?l=ru"
"Komissiya","R.Complex","sing88","*","14.09.2019","sep","alternative indie","indie","англійська","","*","*","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://i1.sndcdn.com/artworks-000405170751-a6v3aj-t500x500.jpg",20238,"https://www.facebook.com/komissiya/","https://soundcloud.com/masterskayalab/sets/komissiya-r-complex"
"Kozak System","Не моя","sing89","","30.03.2019","mar","folk-rock","rock","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/ks-ne-moya400.jpg",20239,"https://www.facebook.com/kozaksystemband","https://itunes.apple.com/ua/album/%D0%BD%D0%B5-%D0%BC%D0%BE%D1%8F/1361011073?l=uk"
"Kreker","LocoMotive","sing90","","01.04.2019","apr","hip-hop & rap","hip hop & rap","українська","","","*","*","","*","","*","","Івано-Франківськ","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a1978032873_10.jpg",20420,"","https://soundcloud.com/krekerprod/sets/locomotive?fbclid=IwAR0lRcyEBA0Rzo0z0Xzr0fsHOEIboGH4hY9SjfBz0InC31Dy65RRDqlDCQA"
"Kroda","SELBSTWELT REMASTERED","sing91","","02.10.2019","oct","Black Metal","metal","українська","","","","*","","","","*","","Львів ","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a3677994342_16.jpg",20240,"https://www.facebook.com/krodaua/","https://kroda.bandcamp.com/album/selbstwelt-remastered"
"KRUTЬ","Live Concert With Chamber Orchestra","sing92","","19.10.2019","oct","","indie","українська","eng","*","","","*","","","","","Київ","жіноча","Центр","Long list","https://cdns-images.dzcdn.net/images/cover/65781a196af84a8b8b24bb2509ecd52e/200x200-000000-80-0-0.jpg",20364,"https://www.facebook.com/bandurakrut/","https://play.google.com/store/music/album/KRUT%D0%AC_Live_Concert_With_Chamber_Orchestra?id=Bct5uphaqmky44no3ba7z2j7j74"
"KUBA","NO! Мене нема","sing93","*","25.07.2019","jul","hip hop","hip hop & rap","українська","","","*","","*","","","*","","Севастополь / Львів","чоловіча","Захід","Інші альбоми","https://i1.sndcdn.com/avatars-000481559067-84u2r6-t500x500.jpg",20241,"https://www.facebook.com/kuba.bnd/","https://play.google.com/store/music/album/KUBA_NO_%D0%9C%D0%B5%D0%BD%D0%B5_%D0%BD%D0%B5%D0%BC%D0%B0?id=Bouiupdqjzdozdu4s2vvkl4syxu"
"Kulakostas","Anxiety","sing94","","07.12.2019","dec","neo-garage","electronic","англійська","","*","*","","*","*","*","*","*","Донецьк","чоловіча","Схід","Інші альбоми","https://geo-static.traxsource.com/files/images/86717c070efe4faa8b3f683083347f0f.jpg",20242,"https://www.facebook.com/kulakostas/","https://soundcloud.com/kulakostas/sets/anxiety?fbclid=IwAR2uKeKPq19EzIZWyXcpjV55VtDtYkhZNoh9WEp-bCrnho9V-oUV6IGNDzQ"
"Kurs Valüt","Veselo","sing95","*","13.11.2019","nov","Синтетичні інсинуації","electronic","українська","","*","","*","*","*","*","*","*","Дніпро","чоловіча","Схід","Long list","https://www.neformat.com.ua/images/imagecache/material_680w/news/a1880907266_10.jpg",20243,"https://www.facebook.com/gurtkursvalut/","https://pincet.bandcamp.com/album/veselo?fbclid=IwAR2uq0kFNmROvXrnlNv1JxJMKryzeyq7hnIJ4pDkQH7Hlt2QvKEau2QIhAE"
"Kyiv Ethno Trio","Kyiv Ethno Trio","sing96","*","25.10.2019","oct","Folk, world music, ethno","ethno","українська","","*","*","","*","*","*","","*","Київ","чоловіча","Центр","Інші альбоми","https://images-na.ssl-images-amazon.com/images/I/51d-MIuAB5L._SS500.jpg",20358,"https://www.facebook.com/KyivEthnoTrio/","https://soundcloud.com/kyivethnotrio/sets/album"
"La Horsa Bianca","Somatic Schematic","sing97","*","05.10.2019","oct","psychedelic ","avant-garde","українська","","","","*","*","*","*","*","","Харків","мікс","Схід","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/news/a2524263620_10.jpg",20244,"https://www.facebook.com/lahorsabianca","https://lahorsabianca.bandcamp.com/album/somatic-schematic"
"LATEXFAUNA","Ajahuaska","sing98","","11.05.2019","may","indie pop","indie","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://images.genius.com/18bec85e198cec2eea3869cfaea3ce85.600x600x1.jpg",20245,"https://www.facebook.com/latexfauna/","https://www.deezer.com/en/album/62151552"
"LAUD","Музика","sing99","*","23.10.2019","oct","","pop","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://toloka.to/photos/181025122857804752_f0_0.jpg",20246,"https://www.facebook.com/laudenjoy/?ref=br_rs","https://soundcloud.com/enjoylaud/sets/music"
"Leftie","Caveman On a Date","sing100","","15.05.2019","may","idm, electronic","electronic","немає","-","*","*","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","http://freake.ru/uploads/music/2018-05/1527011706-6648.jpg",20369,"","https://itunes.apple.com/us/album/caveman-on-a-date/1387553958?fbclid=IwAR2p7qCSuwXFQKm0fiDK_KURy4C7KfBK3wSkjJCpSEUOZGu0PlTZgiMuM4g"
"LemOjOviE","We Do","sing101","*","22.02","feb","Funk, Soul, Nu Disco, Hip-Hop","hip hop & rap","російська","eng","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","http://freake.ru/uploads/music/2018-02/350-1519212829-5444.jpg",20247,"https://www.facebook.com/lemojovie/","https://itunes.apple.com/ua/album/we-do/1340996107?l=ru"
"Lutomysl","Ecce Homo","sing102","","14.12.2019","dec","Black Metal","metal","українська","","","","*","","","","*","","Житомир","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0068071196_16.jpg",20248,"https://www.facebook.com/Lutomysl/","https://lutomysl.bandcamp.com/album/ecce-homo"
"Lyudska Podoba","Volnydorozhkibarashki","sing103","*","28.09.2019","sep","Experimental electronic pop","avant-garde","російська","","*","*","*","*","*","*","*","*","Київ","мікс","Центр","Long list","https://f4.bcbits.com/img/a3570139740_16.jpg",20249,"https://www.facebook.com/LyudskaPodoba/","https://itunes.apple.com/ua/album/volnydorozhkibarashki/1437747002?i=1437747225"
"Mamanet","Pop","sing104","","30.11.2019","nov","pop","pop","російська","eng","*","*","","*","*","","","*","Краматорськ","чоловіча","Схід","Інші альбоми","https://i1.sndcdn.com/artworks-000450082899-0i4cdj-t500x500.jpg",20356,"https://www.facebook.com/mamanetgroup/","https://itunes.apple.com/us/album/pop/1444229935"
"Marakesh","Новый День","sing105","","19.05.2019","may","Rock","rock","російська","","*","*","*","*","*","*","*","*","Berlin","чоловіча","Закордон","Інші альбоми","https://f4.bcbits.com/img/a2935581704_10.jpg",20250,"https://www.facebook.com/marakeshmusic/","https://soundcloud.com/marakeshband/sets/newday"
"MARU","POMPIDOU","sing106","","02.10.2019","oct","","indie","українська","eng","*","","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","http://rs.img.com.ua/crop?v2=1&w=600&h=0&url=%2F%2Fv.img.com.ua%2Fb%2Forig%2Fd%2F96%2F8e044e50428218d298cb99d50e80e96d.jpg",20251,"https://www.facebook.com/MARU.MUSIC.UA/?fref=mentions&__xts__%5b0%5d=68.ARCLzQYi7LpgP0kct6z5022-_hhTsDzV6-1I8ajiIsJg6RAgXnU0DpBgu-cVnbgsXHPr91zn6MYRpEns4p6qJw-0s_fIwxBZBl0MAEh1inKDDQ1Dm3hAa89qp-XAmAvqBXWXac6I2hAk217AzUyHhlFidqbrtDwRKQIhaNE65qxFoalxgUjj9g&__tn__=K-R","https://itunes.apple.com/us/album/pompidou/1435544630?app=itunes&ign-mpt=uo%3D4"
"MARUV","Black Water","sing107","*","28.09.2019","sep","dance","pop","англійська"," укр","*","","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://mexedi.net/uploads/Maruv_-_black.jpg",20357,"https://www.facebook.com/MaruvOfficial/","https://itunes.apple.com/ua/album/black-water/1434881391"
"Max Tovstyi","Mesmerize","sing108","","21.05.2019","may","blues/progressive rock","rock","англійська","","*","","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://i4.cdn.hhv.de/catalog/475x475/00609/609504.jpg",20252,"https://www.facebook.com/maxtovstyi?hc_ref=ARSQaOuirVUVZNTd5LfkQga6mOOO0KxWN2EmFEtS8qoGgiB1T9DlWX2Cs4YixL1wHDo&fref=nf&post_id=1961341663886014&__tn__=CH-R","https://maxtovstyi.bandcamp.com/album/mesmerize"
"Mizantropia","Out of mind","sing109","","31.08.2019","aug","extreme gothic/dark metal","metal","англійська","","*","","","*","*","","*","*","Запоріжжя","мікс","Південь","Інші альбоми","http://www.dailymetal.com.ua/wp-content/uploads/2018/10/ivV4pOGhKJ4-1024x1024.jpg",20397,"https://www.facebook.com/Mizantropia-130594892316/","https://www.youtube.com/watch?v=NkdNIV3DLQg"
"Monotronique","Heat Absorber","sing110","*","07.11.2019","nov","Electronica","electronic","немає","-","*","*","*","*","*","*","*","*","Харків","чоловіча","Схід","Інші альбоми","https://f4.bcbits.com/img/a4105798008_10.jpg",20377,"https://www.facebook.com/monotroniquebeats/","https://soundcloud.com/monotronique/sets/monotronique-heat-absorber?fbclid=IwAR3-nnGUrPsyt3x6pI1xQc_J_7jQFxbXLgpVJTtunn6AxXEWIfHwJrIJ9TQ"
"MOONZOO","Sad Dance","sing111","*","12.11.2019","nov","electronic","electronic","англійська","","*","*","","*","*","*","*","*","Львів","чоловіча","Захід","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/news/46146061_313897185873503_4655654766867644416_n.jpg",20253,"https://www.facebook.com/moonzooband/","https://soundcloud.com/moonzooband/sets/moonzoo-sad-dance"
"Mountain Breeze","Say It Loud","sing112","*","04.05.2019","may","Pop/Rock","pop","англійська","","*","","","*","*","*","*","*","Полтава","чоловіча","Центр","Інші альбоми","https://t2.genius.com/unsafe/220x220/https%3A%2F%2Fimages.genius.com%2F1cc7b0cf39218dc30aaf1e38d33633ca.1000x1000x1.jpg",20254,"https://www.facebook.com/mbreezeofficial","https://itunes.apple.com/ua/album/say-it-loud/1374217165?app=itunes&ign-mpt=uo%3D4"
"Natalka Karpa","Сонцезалежна","sing114","","20.07.2019","jul","Pop/Rock","pop","українська","eng","*","","","*","*","*","*","*","Львів","жіноча","Захід","Інші альбоми","https://images.shazam.com/coverart/t318405252-b1413341385_s400.jpg",20256,"https://www.facebook.com/natalkakarpa/","https://itunes.apple.com/us/album/%D1%81%D0%BE%D0%BD%D1%86%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%B0/1413340112"
"Need Some Air","Generation","sing115","*","04.05.2019","may","Rock","rock","англійська","","*","","","*","*","","*","*","Херсон","чоловіча","Південь","Інші альбоми","http://moon.ua/uploads/images/news/219/1525424480.jpg",20255,"https://www.facebook.com/nsaone","https://itunes.apple.com/ua/album/generation/1375986921?app=itunes&ign-mpt=uo%3D4"
"Nemo 322","Х.Л.А.М.","sing116","","19.12.2019","dec","hip hop, rap","hip hop & rap","українська","","*","*","","*","*","*","*","","Львів","чоловіча","Захід","Інші альбоми","http://cdbaby.name/t/i/tialb01508847_large.jpg?v=7ba0a096-1c3f-4ea5-b03a-80d04599bcbe",20363,"https://www.facebook.com/nemo322official/","https://soundcloud.com/nemo322/sets/nemo322-hlam/s-abeRB?fbclid=IwAR2CluKrZ0kneqPQq1m30jrUJ3kiWJSQSqUu7_CrXv9-cuikm2IAfP3Za-s"
"N.G.L.","Новий рівень гри","sing113","*","30.09.2019","sep","dance electronic & hard core","rock","українська","","","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","http://mhz.kiev.ua/mp3/NGL/2018%20-%20Novy%20riven%20gry/cd_b.jpg",20259,"https://www.facebook.com/N.G.L.band/?eid=ARBhKqo3DyqHVtYG3nsVRGPcTbNnUZoHTU2wmgNyzEMON6mVwnkqXfQd_juU0MBaEZEsD4srs5pzuNPT","https://www.youtube.com/playlist?list=OLAK5uy_nb0qhRaJHeNV__dGxtHYLwwUCaOqCpKtg"
"Nine Hills","TULPA","sing117","*","18.03.2019","mar","","metal","російська","","","*","*","","","","","","Харків","чоловіча","Схід","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a0744791108_10.jpg",20391,"","https://ninehills.bandcamp.com/album/tulpa"
"NK","No Komments","sing118","*","12.10.2019","oct","pop","pop","російська","укр","*","","","*","*","*","*","*","Київ","жіноча","Центр","Інші альбоми","https://avatars.yandex.net/get-music-content/119639/27c4e489.a.5807964-1/m1000x1000",20258,"https://www.facebook.com/nastya.kamenskux","https://itunes.apple.com/ru/album/no-komments/1437532085?ign-mpt=uo%3D2"
"Nooit","OA​-​I","sing119","*","13.03.2019","mar","noise","avant-garde","немає","-","","","*","","","","*","","","інша","інший","Інші альбоми","https://f4.bcbits.com/img/a0177753652_10.jpg",20413,"","https://nooit.bandcamp.com/album/oa-i"
"Novi","Залишатися справжнім","sing120","*","19.04.2019","apr","","pop","українська","eng, рос","*","","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://rock.ua/rockdb/i/cd/full/1074-zalishatisya_spravjnim.jpg",20257,"https://www.facebook.com/novibandua","https://www.deezer.com/ru/album/61361122"
"Numero Nero","Late","sing121","*","09.10.2019","oct","Fast and emotional punk rock band","rock","англійська","","*","*","*","*","*","*","*","*","Запоріжжя","чоловіча","Південь","Інші альбоми","https://f4.bcbits.com/img/a3072026893_10.jpg",20390,"https://www.facebook.com/zpnumero/","https://numeronero.bandcamp.com/album/late"
"One Planet Orchestra","Саме той час!","sing122","*","04.05.2019","may","","indie","українська","","*","*","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","http://www.nahati.com.ua/wp-content/uploads/2018/02/One_Planet_Orchestra_Na-Hati-Records-s-300x300.jpg.pagespeed.ce.r2NZ2Ldx1l.jpg",20260,"https://www.facebook.com/oneplanetorchestra/","https://soundcloud.com/oneplanetorchestra?fbclid=IwAR37oUU8znRK9LpUmWBC_BBNhpKPr89NamYcrN1alZg02GU1uBoIjAwKPFs"
"ONUKA","MOZAЇKA","sing123","","22.03.2019","mar","electronic","electronic","українська","eng","*","*","","*","*","*","*","*","Київ","мікс","Центр","Long list","https://i1.sndcdn.com/artworks-000321441057-5qvvj7-t500x500.jpg",20261,"https://www.facebook.com/onuka.official/","https://soundcloud.com/onukaofficial/sets/onuka-mozaika"
"Orest Filipov","Unseen World","sing124","*","25.02","feb","Jazz","jazz","немає","-","*","","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a2519370656_16.jpg",20262,"https://www.facebook.com/ForrestFilipps/","https://fancymusic.bandcamp.com/album/unseen-world"
"Orpha","Orpha","sing125","*","14.08.2019","aug","Post-hardcore","rock","англійська","","*","","*","*","","","","*","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a1791881131_16.jpg",20263,"https://www.facebook.com/orphakyiv/","https://orpha.bandcamp.com/album/orpha"
"OwlCraft","Enigmatic Dissolution","sing126","","08.01.2019","jan","Metal","metal","англійська","","","","*","","","","*","","Черкаси","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3033304323_16.jpg",20264,"https://www.facebook.com/owlkvlt/","https://owlcraftmusic.bandcamp.com/album/enigmatic-dissolution-lp-2018"
"Palmo X","A.T.C.W.","sing127","*","18.02","feb","Electronic, Pop, Synth","electronic","англійська","укр","*","*","*","*","*","*","*","*","Львів","жіноча","Захід","Інші альбоми","https://i1.sndcdn.com/artworks-000305075274-sjtp39-t500x500.jpg",20265,"https://www.facebook.com/palmoxmusic","https://soundcloud.com/palmo_x/sets/palmo-x-a-t-c-w-album"
"Paul Montero","I GIVE YOU MY","sing128","*","26.10.2019","oct","pop","pop","англійська","","*","*","","*","*","*","*","*","Дніпро","чоловіча","Схід","Інші альбоми","https://i1.sndcdn.com/avatars-000525769635-2c3b4t-t500x500.jpg",20266,"https://www.facebook.com/MonteroSinger/","https://soundcloud.com/paul_montero"
"PIANO","Знаки","sing129","*","30.04.2019","apr","indie","indie","українська","","*","*","","*","","","*","*","Львів","мікс","Захід","Інші альбоми","https://i1.sndcdn.com/artworks-000345125646-6vuezx-t500x500.jpg",20267,"https://www.facebook.com/lvivpianoband","https://soundcloud.com/piano-band-1/sets/piano-1"
"Postman","Everything is New","sing130","","09.07","jul","indie folk","country","англійська","укр","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://img.the-village.com.ua/the-village.com.ua/post_image-image/LuxoslUMWVhsFs1mleTjGw-article.jpg",20268,"https://www.facebook.com/postmansings/","https://soundcloud.com/postmanplays/sets/everything-is-new-lp-2018"
"Pree Tone","Kiddy","sing131","*","19.08.2019","aug","nosie rock, shoegaze","rock","англійська","","*","*","*","*","*","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a1770073286_10.jpg",20269,"https://www.facebook.com/preetone","https://preetone.bandcamp.com/album/kiddy"
"PRID PROD","Приехали","sing132","","11.05.2019","may","rap","hip hop & rap","англійська","укр, рос","","","*","*","*","","*","*","Херсон","чоловіча","Південь","Інші альбоми","https://f4.bcbits.com/img/a2906749580_10.jpg",20404,"https://www.facebook.com/pridprodpage/","https://suckpuckrecordz.bandcamp.com/album/lp"
"protoU","Echoes of the Future","sing133","","28.08.2019","aug","Drone","avant-garde","немає","-","*","*","*","*","*","","*","*","Київ","жіноча","Центр","Інші альбоми",NA,NA,NA,NA
"Pulatova","Рой","sing134","*","29.09.2019","sep","rock","rock","російська","","*","*","*","*","*","*","*","*","Одеса","мікс","Південь","Інші альбоми","https://f4.bcbits.com/img/a1206735480_16.jpg",20270,"https://www.facebook.com/pulatova.music/","https://soundcloud.com/pulatova/sets/roy"
"Quiet Observer","Blocks of life","sing135","","14.10.2019","oct","‪‎progressive metal‬","rock","немає","-","","","*","","","","","","Ужгород","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a3161331562_16.jpg",20271,"","https://parallelsynchronizedrandomness.bandcamp.com/album/blocks-of-life"
"RapeKit","ClitCult","sing137","*","13.03.2019","mar","porn-grind, downtuned punk","rock","немає","-","","*","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3322433597_16.jpg",20415,"https://www.facebook.com/RapeKit-porn-grind-band-460664343958290/","https://rapekit.bandcamp.com/album/clitcult"
"Raventale","Pathogenesis","sing138","","01.10.2019","oct","Atmospheric Black Metal","metal","англійська","","","","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0783647610_10.jpg",20272,"https://www.facebook.com/raventaleofficial/","https://raventale.bandcamp.com/?fbclid=IwAR38rALwxJSvVs6PSqheUydqFO9nJ74o9Rm391pd15y-jpQX3FVDBSUDE5c"
"Refinders","Skin Effect","sing139","*","22.06.2019","jun","sinty pop, electronic","electronic","англійська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/_23_0.jpg",20273,"https://www.facebook.com/refindersband.official/","https://itunes.apple.com/ua/album/skin-effect/1400968018?app=music&ign-mpt=uo%3D4"
"Relict Trauma","r∅t∅ release","sing140","*","04.03.2019","mar","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Північ","Інші альбоми","https://f4.bcbits.com/img/a3890321513_16.jpg",20393,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/r-t-release-official-album-record-01"
"Relict Trauma","r∅t∅ release","sing142","*","04.03.2019","mar","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3890321513_16.jpg",20393,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/r-t-release-official-album-record-01"
"Relict Trauma","under the Yellow sign","sing141","","27.06.2019","jun","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Північ","Інші альбоми","https://f4.bcbits.com/img/a0117315995_16.jpg",20406,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/under-the-yellow-sign"
"Relict Trauma","under the Yellow sign","sing143","","27.06.2019","jun","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0117315995_16.jpg",20406,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/under-the-yellow-sign"
"RESOLVENTA","Окаянные дни","sing144","*","22.09.2019","sep","dark hardcore, crust","rock","російська","","","","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0840881808_10.jpg",20396,"https://www.facebook.com/resolventaband/","https://resolventa.bandcamp.com/album/-"
"Reve ta Stohne","Mythologia","sing145","*","13.02","feb","grunge/folk","avant-garde","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://toloka.to/photos/180303201302195321_f0_0.jpg",20274,"https://www.facebook.com/revetastohne/","https://soundcloud.com/reve-ta-stohne/sets/mythologia"
"Riya","Ейфорія","sing146","","18.09.2019","sep","pop","pop","українська","","*","","","*","*","*","*","*","Київ","жіноча","Центр","Інші альбоми","https://toloka.to/photos/180919123223804752_f0_0.jpg",20275,"https://www.facebook.com/riyamusic/","https://itunes.apple.com/ua/album/%D0%B5%D0%B9%D1%84%D0%BE%D1%80%D1%96%D1%8F/1436616004?l=ru&fbclid=IwAR2GlcQLT4VTLjkvlcCOhv0jXUeQGeLMdtPrSMEEU18ECcsVNpxoeOJKLvE"
