"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year"
"Cardinal Birds","Children of the 1990`s","u19_503","pop punk","pop","eng","Київ","","","","","https://lh3.googleusercontent.com/7kdO13ihK22Kq9uYEkmckLkfH0RmcCiuafCZV5GpGfyiAiGse6PSxxN1iPMZv7mP8hOKDGgBOoKZg1U=w302-h302-l90-rj","","https://www.youtube.com/embed/Kh8eSOemTmg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Антитіла","HELLO","u19_504","Pop-rock","pop","укр","Київ","","","","","https://lh3.googleusercontent.com/CsCG3_Jx82FMAoIHzdq8pk0-mhiJWMjuhxElPAttRU56DzqtrRDQ1fIAllfRMI3s3tFUS8eOVCA7N6IBaQ=w302-h302-l90-rj","","https://www.youtube.com/embed/cRR0kIJbmKM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Був'є","12 пісень, якими БУВ'Є не хоче нікому нічого доводити","u19_505","Pop-Rock","pop","укр","Луцьк","","","","","https://lh3.googleusercontent.com/VSTEOWU0HNkQY5X9_VOR1cl-BNP3ye8dinq5r6eti_Ip8BqFu-bksCzmyEqvx27sx63ArRbwg0iGhnePoQ=w302-h302-l90-rj","","https://www.youtube.com/embed/6dv2cshNNu4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"House Of Flowers","Is This The End?","u19_506","post metal","metal","eng","-","","","","","img/covers19/a3177936190_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1351740873/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=788149803/transparent=true/","","","2019"
"The Abyrne Realness","Self​-​titled","u19_507","post metal ","metal","?","Харків","","","","","img/covers19/a3421984449_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3181295892/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3276257288/transparent=true/","","","2019"
"INCOMA","Far Away From Us","u19_508","post-metal","metal","-","Ужгород","","","","","https://lh3.googleusercontent.com/p8k7L1o7KJ2MTVyI8rxRSP4AmhxfXNZjNhVJ3kSOH6mLsehZ6FT-ZhtbYDvP6tPtpoidmPagSY9ESH1lHQ=w302-h302-l90-rj","","https://www.youtube.com/embed/7lv0up71BxU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Morwan","Убила могила","u19_509","post punk","rock","рос","Київ","","","","","img/covers19/morwan.png","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/723798166&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Выставка Дисторшн","Скользкий пол","u19_510","Post-Punk, Electronic","electronic","рос","Дніпро","","","","","https://lh3.googleusercontent.com/n-DknNVGLDC1O3nS3kERR-QuOCYyYZa0sTmRU7TYa6OdvW6TQmyob7mIH2TIsSZ2VYcpuIa_iZRv9Wiy=w302-h302-l90-rj","","https://www.youtube.com/embed/za5ir3zeJ0g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сома","Сюжеты Детства","u19_511","post, punk, rock","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/5NVhbywrSvjxC9v20Bggs8DjvNAHqEZVeMS4O5JruGguipXg2Z1v_TOWCwwW2TotXxBG5IAuGz7S-q9-=w302-h302-l90-rj","","https://www.youtube.com/embed/1tOSzJi-jV0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"The Wicker Man","Dammit! We're back to Dystopia!","u19_512","post rock","rock","-","Дніпро","","","","","img/covers19/52759609_2312852972082684_6754662330178469888_n_1.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/581737995&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Aleksei Podat"," I Regret Everything I Have Ever Done Online","u19_513","power electronics","electronic","-","Слов'янськ","","","","","img/covers19/a0594490066_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/609313995&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Majesty of Revival ( MOR )","Timeless","u19_514","prog metal","metal","eng","Ужгород","","","","","https://lh3.googleusercontent.com/U26PO654uoNgH7t_DQzMmcBdu0GfWwy_iIl4AwwJ6lT80QxOuscZHv3hEjbkUEeRckXY1mU0FLIlCjiaJQ=w302-h302-l90-rj","","https://www.youtube.com/embed/kuHF2tjBZ1I?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Doomed City","Poetry of Simple Things","u19_515","progressive rock","rock","eng","Харків","","","","","img/covers19/a1341380695_10.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/571559241&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Ethereal Riffian","Legends","u19_516","psychedelic","psychedelic","eng","Київ","","","","","https://lh3.googleusercontent.com/eWLwKS-nx9LDxKJri4aTdPtTQ33--qD7ysxFuRgXfZPikb2DYBIOj9iapmcz1SVv8mL3LH-dSek4S7nH=w302-h302-l90-rj","","https://www.youtube.com/embed/JGvdrizK-oo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"OOZE ","Cableway","u19_517","psychedelic ","psychedelic","eng","Васильків","","","","","https://lh3.googleusercontent.com/38M7LnCHiKuOE9VC52lLzWL2_tLY1TO1vXBAjNhmD-rJw4kw6F_KUpaucUPETpgFIefjRTs4UvzY_kMV=w302-h302-l90-rj","","https://www.youtube.com/embed/WpzJPfyoMg4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"правила поведения с пьяным мужем","проходите мимо","u19_518","psychedelic, electronic, noise","electronic","-","Одеса","","","","","https://i1.sndcdn.com/artworks-000489715104-0ro717-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/576078420&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","","","2019"
"Straytones","Beware, Dark Lord! Here Comes Bell-Man!","u19_519","psychedelic rock","psychedelic","_","Київ","","","","","https://lh3.googleusercontent.com/MMOPfVSuY_A5mgSUjvqZDn5QRPvF_O1fDokoWcjI5saH0-nNptCJzK1u_M_lIqaoY9VThZlICuF7eeQo=w302-h302-l90-rj","","https://www.youtube.com/embed/uc34LSVCowE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Komissiya","СЮДА!","u19_520","punk","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/Ip0qXSNUeNyQi8AjXpGG6obdJU5s4eaFN-31bpC6Poa7Qs0pZmtOanJM9W9go-skQuYEEe8JVUpNLD8=w302-h302-l90-rj","","https://www.youtube.com/embed/U5XWGJaLvck?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"МОЙПАПАРОБОТ","Мой Папа Робот","u19_521","punk","rock","рос","Житомир","","","","","https://lh3.googleusercontent.com/BzixU664wprz102E4tMAWUpGQaUcz3jKZ1qxKb8RD8OjUnodQ-GTl4HvKQBJQP468SCKSs9bso0LRmA=w302-h302-l90-rj","","https://www.youtube.com/embed/SOxH9QUHDpY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"VnatureBand","MEANING OFF","u19_522","punk","rock","eng","Київ","","","","","https://lh3.googleusercontent.com/RBzj_tqTZW6C1UBcjX-CXHzKcftkzlzsYsDZNQjmIpaKk7JfyARb06j05dCcnH0xSQ2rOLSQ5bhIIOEA=w302-h302-l90-rj","","https://www.youtube.com/embed/dwIEKJUlf-k?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Irene Adler","Хотя бы раз","u19_523","Punk","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/_KJKThjeSJjw_hQJL-rKcSgdxxV1dLZU-kyQapdbWJeyyy3FA6iqQ5KtwYpSqNCGIl37xryfXyO9rhgbTg=w302-h302-l90-rj","","https://www.youtube.com/embed/qfNa5jhrr6w?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Бетон","Нічого Святого","u19_524","punk'n'roll","others","укр","Львів","","","","","https://lh3.googleusercontent.com/-71wBd8KiY6Xrf4xl9ICNiE0iwkgJXJ_zfkHyFAtV4u2pPjwNxA8AaiB61QX9kiEm_5ZgAJKUK80Q-IL=w302-h302-l90-rj","","https://www.youtube.com/embed/ezIJnJVfiDc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Shatur- Gudur","КПВВ SINIRLAR HAYIR","u19_525","punk rock","rock","Qırımtatar","Крим","","","","","https://lh3.googleusercontent.com/v6hNtVOlC4t3O0OlcpOplNgLSS76ptOFZR7bS0z96udwvRO2WRQD1O6ewwcnpi-qtKvIWUCeNDT4pXM7=w302-h302-l90-rj","","https://www.youtube.com/embed/vWcx0GMyXmA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"СКОТЫЧ","СКОРОПОРТ","u19_526","punk-rock","rock","рос","Крим","","","","","https://i1.sndcdn.com/artworks-000519437283-wi2riy-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/605397687&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"The Dops","Panic Attacks","u19_527","Punk Rock","rock","eng","Харків","","","","","img/covers19/a2124396190_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3657777644/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2754156782/transparent=true/","","","2019"
"STINX","Oldskull","u19_528","Punk Rock","rock","eng","Київ","","","","","https://lh3.googleusercontent.com/tc419sIqB7UCyQ2uxSdUUvfSgFPjGVk6gssPNO1aYVBs5KNN1G10mdHK0OvohNRJkD-z-bg7j7CCuSEs=w302-h302-l90-rj","","https://www.youtube.com/embed/54LzZ3EaOus?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Yurcash","Каралі Карпаратівав","u19_529","punk rock for fun","rock","укр","Київ","","","","","https://lh3.googleusercontent.com/7FPtPm_Y2NF2oUNn2m294gHFWz8CAQqCZc2-zMkwnr6up5R0GS5p3Y7qy2EGYh9KlCZjfjMGzIWKKC69=w302-h302-l90-rj","","https://www.youtube.com/embed/RsoSUn-yfDg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"КонтрКультура","Инкарнация","u19_530","rap","hip hop & rap","рос","Minsk","","","","","https://lh3.googleusercontent.com/XVnnsdu8g9tirIqbyQ8J1mLfNZyXxOSZj4oknw15TyslzD_iTKYEqY-E69BK3Vnk2MWyPQVECkzgohJsbg=w302-h302-l90-rj","","https://www.youtube.com/embed/Vohi_z_KYio?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сашмир","Ладыжинское время 2","u19_531","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/jGLKlDq4nHz44ukDS56Np9qrALodAYVz-eFz2kYbbp09Bc8oDMrPhMj1P1HeHqU4X01MqioTjyYk-QnZ=w302-h302-l90-rj","","https://www.youtube.com/embed/DWxNdVPUm7s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Аппекс & Wootabi","Служи собі","u19_532","rap","hip hop & rap","укр","Рівне","","","","","https://lh3.googleusercontent.com/Aq8MQhj3-RdMci3Z-ahKwjOnmP4AMYXzujKgpXR1Ab8de5SgwosXEwsOgfTIknfTO7FLKD8JuwiLOyIinA=w302-h302-l90-rj","","https://www.youtube.com/embed/rW-ZdeT4-Qw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сашмир","Сытый край","u19_533","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/W-DTpU66bK40XIK7V2pLcBw3a0fM0O7Zg-pzXpaWsc3B2fdNDvSinAriraB0fD5-E74xNUQ39AHvkGtR=w302-h302-l90-rj","","https://www.youtube.com/embed/uMFmPEZ5tXY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сашмир","Шум прибоя","u19_534","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/A3-KaILNZXEBvi4OOn-e54610RnATEkSBZ1VorAmxEbCdngTpDyjclv4Pgrs4B9KsULolqyHqEZQzpI=w302-h302-l90-rj","","https://www.youtube.com/embed/452GnyhF7YI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Артем Лоик","Спасибо","u19_535","rap","hip hop & rap","рос","Полтава","","","","","https://lh3.googleusercontent.com/lJor6qYvP4Xs_zkr-WxQpE2-XwSDzT8oHaVXKBuBh2wkV2fWtIFfH2kRjaZtKXBDarTrJTUXwBwD9iPS=w302-h302-l90-rj","","https://www.youtube.com/embed/ECUFCXwLG_g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Твій Бог Сьогодні П‘яний","Вечір перед сном","u19_536","rap","hip hop & rap","укр","Львів","","","","","https://lh3.googleusercontent.com/8-ZSIxpkegalNZq52OfZKxj07gSae0GE10G7Z7xYxdfnCy2kFo2kTgf-mIsMInPOsYj9gF9Y-wSrjeRO=w302-h302-l90-rj","","https://www.youtube.com/embed/lyIK1eUkryw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Delta Arthur","Fxck Hype","u19_537","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/t7RZ-EzrJvhInvyuk-IljmfbZs1ObEB2EbT8msC1yhdDR7rKbK-1khMe8wxPL1iie8hJkiW0-znhf-Y=w302-h302-l90-rj","","https://www.youtube.com/embed/0ZOSB58vTdY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"DANYLO","Home","u19_538","rap","hip hop & rap","eng","Chicago","","","","","https://lh3.googleusercontent.com/3vk9NEOz2bW_PnI-uv5vZFnU7qZ857YxR2a1XHiQa-TrreMVksRQIuJUL7K2Gk9UrSrZgovSZVhGlw8=w302-h302-l90-rj","","https://www.youtube.com/embed/aAnMqBba5Zk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"layaboutguy","Traffic Jam","u19_539","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/XYqR78CBlvuJTwoHyqYpBepD6da2fIIn3KauRHfF91QQ1JWpoCuu2g8BThQ6GTRLquDWUQTd6Cityu-SXA=w302-h302-l90-rj","","https://www.youtube.com/embed/8J_Q4hoGoek?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ponomariovv","Двадцять два","u19_540","rap","hip hop & rap","укр","Київ","","","","","https://lh3.googleusercontent.com/5xhRZ1zwwMlbwBK4Z0gdz-fj7IvYdHAXFm-CiaREhbiuEgiaguYXfoHUC0ixbXOGUlPJFKR2tyJLfb_L=w302-h302-l90-rj","","https://www.youtube.com/embed/4ts0ss6SCFY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Артем Лоик","Спасибо. Не вошедшее","u19_541","rap","hip hop & rap","рос","Полтава","","","","","https://lh3.googleusercontent.com/zOGTqx0JiCcbGPQSYjSrfjpXslgqyda9Z2OnD19qRP5bwcawdA-7AofQVZfjZQxTnZgdqHi_PPmISpY=w302-h302-l90-rj","","https://www.youtube.com/embed/dsTjczTR0Xk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Денис Грачёв","Звуки, похожие на рэп","u19_542","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/oQeOeywl3mkW6P1tKiK9lcicxrRIxxo9CH92vQuOTo9VYAqmd58DpkG1YgbhT5ZHXzZdLqJLjw=w200-h300-rw","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/588371964&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"KESH","Молод и свеж","u19_543","rap","hip hop & rap","рос","Суми","","","","","https://lh3.googleusercontent.com/Jif2oDBvR6-saeug2DN_5qMCkfXRhXA4lXw_r7e8MU_WIAbqnZJ6L5OgKcRAhmKCRrMd69Ed4BLnYu-xWA=w302-h302-l90-rj","","https://www.youtube.com/embed/sB7SH2K_xyw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Your Old Droog","It Wasn't Even Close","u19_544","rap","hip hop & rap","eng","Brooklyn","","","","","https://lh3.googleusercontent.com/kTy8gsx1EMf2h4O26MBKMNrmtNY9sAN3qQmP7GA7K1p-JPYQDObfjUORfR1xHgBYZMZZzatc0hvpw_ipSg=w302-h302-l90-rj","","https://www.youtube.com/embed/LLZE2gOBgZ0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сашмир","Шоу","u19_545","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/XlQB-UGaSfrbynZ_b02q3RZ652mFkpwGSVI0_AC-URX8Rbx1yE4hxaqu_MoxsQndm_WlPfbhSik3wek6=w302-h302-l90-rj","","https://www.youtube.com/embed/glgsvkUcPtM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"YOURA","Plan Б","u19_546","rap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/n5oUTZTtfFXSgYGhCbPncUhySLQ8nWupWiaUmF40LGSK-ZnYNZqrmAc6FSWkU04sOdSVVQXlVYZgBSIk_Q=w302-h302-l90-rj","","https://www.youtube.com/embed/jG3-Gb3T3hU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Артем Лоик","Під покривалом","u19_547","rap","hip hop & rap","укр","Полтава","","","","","https://lh3.googleusercontent.com/llerJ36bW5h9P5pxmcNcAKXAHWxK42pynIuJSYalze1L9KNK9FfIGP5u1-CI8sypxiM2PLTMwBhVUOYE=w302-h302-l90-rj","","https://www.youtube.com/embed/_zQ6DXu0A6A?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ennyday","Ракета","u19_548","rap","hip hop & rap","укр","Вінниця","","","","","img/covers19/1-16-504x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/590576262&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Арче Версаче","Рэпрейвер","u19_549","rap","hip hop & rap","рос","Одеса","","","","","https://lh3.googleusercontent.com/2Z9tvj_-rENUKOr2ceTaoY8TDmSYA4uCJLnDrvkTpijaIO1kodWOc_2URgzbHW4PgJ2E7fCQHZqVrGlb=w302-h302-l90-rj","","https://www.youtube.com/embed/CKs9gClznnU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Твій Бог Сьогодні П‘яний","Грязна Дорога","u19_550","rap","hip hop & rap","укр","Львів","","","","","https://lh3.googleusercontent.com/AKtijuJO6HtUhF-Ek5WvoP8Dk513nHO7fVj0LRxFG9i5Qamp0IlooMgmtQvSXB8Qv9Xi3P-HlzKVc30P=w302-h302-l90-rj","","https://www.youtube.com/embed/4qCLm5e2BMM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"PVNCH","Білий","u19_551","Rap","hip hop & rap","укр","Варва","","","","","https://lh3.googleusercontent.com/8TDCUzy05kPLo3acbBhor2APzyX-1flyn_R6HACL2gbidqOumN3py2ch6GO5LTLrixcyniizYx0pk39R=w302-h302-l90-rj","","https://www.youtube.com/embed/vCiyPq3FNkU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ціна Ритму","Вічний Двигун","u19_552","Rap","hip hop & rap","укр","Калуш, Рівне","","","","","https://lh3.googleusercontent.com/5NyI1gRSq8kuLt5zzkE5OhwcS_H-5Q0xeGvNRqfnkvdQ5Dg9LE8ZP4MNBAOwHZynA9pCsA0Id9PKA0H-6g=w302-h302-l90-rj","","https://www.youtube.com/embed/QfipfQoR_MI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"НЕформат","Каструля ""Світла Сторона""","u19_553","r&b","blues / jazz / soul","укр","Castlerea","","","","","https://lh3.googleusercontent.com/9SzVpQjlWpD_bRjHZKZNXJB9_oIhuB_FYg-MV3E1uac3XvQ7Ck-SqHVeY7aioZaVhiLIwexsw3ygN4f_=w302-h302-l90-rj","","https://www.youtube.com/embed/HtHbeLX8ORI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Сальто Назад","Діти","u19_554","reggae","ethno","укр","Київ","","","","","https://lh3.googleusercontent.com/B_CBcqc1T_nPXCH7zcCVFbco71PvdO5wGpAgYrwjAARMVPb0Wvj6kzUhZEJVAxoyJDzDbXaWuT3SP6uJ-w=w302-h302-l90-rj","","https://www.youtube.com/embed/j4T5GDWuAq4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Drum&Tuba Band","Unwanted","u19_555","riot jazz","blues / jazz / soul","eng","Київ","","","","","https://lh3.googleusercontent.com/zi74_6BxwnL176_a8LYPSxEvtN-t0wRrMeEUGoxSoE-R2YHqCfrDJkCda9KWbU53efGkVZ0qr7gLY8RK=w302-h302-l90-rj","","https://www.youtube.com/embed/ipwAkAS7Lxs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Lazy Sleepy Dog","High","u19_556","rock","rock","eng","Харків","","","","","https://lh3.googleusercontent.com/C-iNRVS3UC2kEYGiGxSj7H4_ToUKFRQhqy5nnORY2g5ADbwgfrsr_F6Oe9DsGKwozVSOS_0F8lSJ-4Sk=w302-h302-l90-rj","","https://www.youtube.com/embed/H0pd15SWuOE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"O.Torvald","Diller Kaifu I","u19_557","rock","rock","укр","Київ","","","","","https://lh3.googleusercontent.com/_fFL2r8pawy8F52PnJ8Ub-yALYS-EKD0fWfWGzrPKB9C1eKpTdNe5wxZtURCk3raY_mta-cVLVU5hmzKMw=w302-h302-l90-rj","","https://www.youtube.com/embed/UO7JTWeWqrM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ЧАЙ з М'ЯСОМ","Чай з м'ясом","u19_558","rock","rock","укр","Київ","","","","","img/covers19/a3871729795_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3808743866/size=large/bgcol=ffffff/linkcol=333333/minimal=true/track=3193384774/transparent=true/","","","2019"
"Soundblade","Try it again","u19_559","rock","rock","eng","Київ","","","","","https://lh3.googleusercontent.com/erL7iAc-77-CnZE2CW8b7K8x3cikL0Q9LtENFJKaxOCEnN01HM2VFHJUqnI4b2i1SzebaREeUU4nyOPE=w302-h302-l90-rj","","https://www.youtube.com/embed/d2ckv8vy9m4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
" Viktor Pashnyk","Десіть","u19_560","rock","rock","укр","Львів","","","","","https://scontent.fiev1-1.fna.fbcdn.net/v/t1.0-9/51394204_805612739792872_4871363378980847616_o.jpg?_nc_cat=104&_nc_ohc=jD0RZjR1wJcAX_iczjk&_nc_ht=scontent.fiev1-1.fna&oh=ebb479c2eff8b62edba8a56ef947dc15&oe=5ED8EDF2","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/567209409&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Space-man","Deep","u19_561","rock","rock","-","-","","","","","https://lh3.googleusercontent.com/-W53Z_Ho-DH_ualyXeTpXBPAngSQd2bZjEqFQImb0jpZ8jgLZFRETvmPjojhV8Po1MAP0qDtW1NKzTQc=w302-h302-l90-rj","","https://www.youtube.com/embed/X80gg0i0fio?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
