"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year"
"Дотла","Середина 90-х","u19_562","rock","rock","рос","Київ","","","","","img/covers19/20191117221214_large_seredina_90_h.jpeg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/632294679&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"RecOrDie","Resolve","u19_563","rock","rock","eng","Луцьк","","","","","https://lh3.googleusercontent.com/EzwPPs0U4eFGTNBDlJQujCPQojPY4Ccnbrr0nyU2Heg4o5DJk83W5uTgAMIc8oUpLNoLtTW9A3-UFXw7=w302-h302-l90-rj","","https://www.youtube.com/embed/Cf8mdnFC8YE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Дотла","Ради чего это всё","u19_564","rock","rock","рос","Київ","","","","","","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/687279085&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Drag Me Out","Pressure","u19_565","rock","rock","eng","USA","","","","","https://lh3.googleusercontent.com/FmW21Yv7x8dy2JVwvXwMIsUtCuktSUIgTpcpdpRz3BW2hN1nOnDoLWaXflbVhz6qonEa8olxXqpM3b8x=w302-h302-l90-rj","","https://www.youtube.com/embed/I-LE7PiChH8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Drezden","ЭДЕЛЬВЕЙС","u19_566","rock","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/YAxw53nRgklOP3_poFQr1m5GusjYvQFBQXz1zxKkZXE5Lp0qaJk6LAlw4Eh2vEtvyZH4P4VT6cZfKs1Y=w302-h302-l90-rj","","https://www.youtube.com/embed/xZXQA6cnY88?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ПILA","ЖИТТЯ FEST","u19_567","rock","rock","укр","Бердянськ","","","","","https://lh3.googleusercontent.com/eWOGOyE0vAG0jUh0NY7bTcpaT-d5BzbhOjvEzBPDlnsQ2zlz0_0r1owEtFKbTPqdpBtsmg_LAAOFTNw_=w302-h302-l90-rj","","https://www.youtube.com/embed/QRSsrupfgLU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Delfinia","Deep Elevation","u19_568","rock","rock","eng","Київ","","","","","https://lh3.googleusercontent.com/NfNuPoauJtEbaW4gtCCqDBLJVLraDHnckw9hQOhFgGesCDr6n-CzF0uaAZ0313mC-agWXMMOOBf5Z3Bn=w302-h302-l90-rj","","https://www.youtube.com/embed/bNh6eNC5-bo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ловець снів / LoVets Sniv","Мріяти","u19_569","rock","rock","укр","Житомир","","","","","https://lh3.googleusercontent.com/UAsSaodUoh8wx7vx-HNFqiHaVXC3U6sjFKTnHAuw2VOGaqIGYNKkFSjT47O6WGIIrgr0T7fN6YaI63XT=w302-h302-l90-rj","","https://www.youtube.com/embed/uQFYAabQEvw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Esquizet","Trivial Trivia","u19_570","rock","rock","eng","Київ","","","","","https://lh3.googleusercontent.com/FJgfGF3lV3Wj-RJp6-ZvEeoRxLIq0ymL9HaZuisQgRs1iqKauPrKeW-sqJgJ11U3ydFtvbaNo22sqcKl=w302-h302-l90-rj","","https://www.youtube.com/embed/bjQKA-UHlcM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Слова-паразиты","Три","u19_571","rock","rock","рос","-","","","","","https://lh3.googleusercontent.com/0k9MiKtpQ0VKanAi0EB08IRwJCaR-nwF-z3o4daEf1xw_SWGGistwYhI38g-0pmrxkyNoCgZ-ky-hw=w302-h302-l90-rj","","https://www.youtube.com/embed/YTi-HFQvcd0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Гапочка / Gapochka","Необхідна","u19_572","rock","rock","укр","Київ","","","","","https://lh3.googleusercontent.com/LbtAIiFhoJ2kB6-uV_-OEtSkesGUrJR2CIocaALNmopWuIxznIe4Y93EKDJRVohUxisy7ILjg_jt3Qd9=w302-h302-l90-rj","","https://www.youtube.com/embed/uWD_ZI1-g_g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"SINOPTIK","From Nothing to Forever","u19_573","rock","rock","eng","Донецьк","","","","","https://lh3.googleusercontent.com/YtY51qWHvy5wkgW3yNPUofJorlpIKUo4Es25g_Rh5n_Bbp9uKXHvmxB-tqhCbIPNgzoOFYxq4dJpbz4x=w302-h302-l90-rj","","https://www.youtube.com/embed/z6Sust3bsBs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"VCE1DA","Племя зелёного пламени","u19_574","rock","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/2DGZ6T-ytPB375zNjj1t9G5F0BltY0Wrj0F8zSLECem6pBKhPnBiSJVL8C9561aCotQPZw5R0bWchJ8eWg=w302-h302-l90-rj","","https://www.youtube.com/embed/jFqx_Cg6M5w?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"НЕРВЫ","Слэм и депрессия","u19_575","rock","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/4V1AqqJt9llUWXbSQ805g1lFI4mIYCLLoIOJuGq_UCj17d_3T8IsiIigV2zbyEugB-4oKCCEB195IORb=w302-h302-l90-rj","","https://www.youtube.com/embed/gwlfa9_3r_I?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Без Обмежень","Акустика","u19_576","rock","rock","укр","Мукачево","","","","","https://lh3.googleusercontent.com/M7nKuFs_1hBmAUVl0tEq9HxUlRzFk85saoiB6HS3OkzCKP7V25j7YIzyGSl9btujgfDY8jb-0uz3GUS8ig=w302-h302-l90-rj","","https://www.youtube.com/embed/BQxeAq3bxjE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Без Обмежень","Мільярди","u19_577","rock","rock","укр","Мукачево","","","","","https://lh3.googleusercontent.com/G_eyVA7fcQOBU1LpFItqcFOCGmjjqKcVskt06oe_OKEOPvLu2y7gYenysTRGPf_ScVRpchPubUhMj1I=w302-h302-l90-rj","","https://www.youtube.com/embed/KySfu0xpcaI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"NRavitsa Planet","Calendar","u19_578","rock","rock","рос","Київ","","","","","https://lh3.googleusercontent.com/fDe4-5Kieb3p1EfJUVQBnxHw3snIq3nafiNJVdXTAoroxXTqcV0O2c8pPwcUkK_GP07E0gIuQPhz2dsz=w302-h302-l90-rj","","https://www.youtube.com/embed/AEtxogJKKSE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ZERNO","#4th","u19_579","rock","rock","укр","Житомир","","","","","https://lh3.googleusercontent.com/_OinB0ioIrEfQs28rLsGcUVyY9i0EFbdvQcHwQNBdJmpkm2TPAJy6z-9BUAvks6ymZPImTPlOMkS1SNu=w302-h302-l90-rj","","https://www.youtube.com/embed/q6YRsZBLnF8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Руки'в Брюки / RvB","Дай мені знати","u19_580","rockabilly","others","укр","Київ","","","","","https://lh3.googleusercontent.com/HJpxraWEKBKfT3jPUzGb4fXHNTLXjxeQqBypgN3q5Iwqe_ctUIhFmxTNEGTtFbWOO05m8Bum3_OaKhiQ=w302-h302-l90-rj","","https://www.youtube.com/embed/0IGWkq-4J_4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Nameless","Жовтий Пес / Yellow Dog","u19_581","rock, blues ","others","укр","Тернопіль","","","","","https://lh3.googleusercontent.com/x3yhvagMQLOzBbHHLjzkZSwR8rvCN69TfP4_a_BrKVrv6FMuxAw5Iaz_4IlU1K4dLCeD1kXrA1EZUzE=w302-h302-l90-rj","","https://www.youtube.com/embed/eZ9uY4lc0x4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Покидьки","Любов і Віскі","u19_582","Rock/Blues//Батя-рок","rock","укр","Львів","","","","","https://lh3.googleusercontent.com/5jFqQIj4MNOoIHkyHwh24njh5muDwL9qpOrRhaNrOcukv-Hkk874BGoJKMWPSel5XkbEKZczL3cZDGA=w302-h302-l90-rj","","https://www.youtube.com/embed/zu0aeZSadmA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Zolar Czack","Asymmetry","u19_583","rock, fusion","rock","-","Ужгород","","","","","img/covers19/a3211855372_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3095965626/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2324751233/transparent=true/","","","2019"
"Брати Гадюкіни","Сміх і гріх","u19_584","rock & roll","others","укр","Львів","","","","","https://lh3.googleusercontent.com/R1wSWdRN57QcOCnw4-aJBZYv4MSbWOids0AVGWt93s8ouV_Cv9vPDi1O39IehQWv1gUZhPDM6gcU_pls=w302-h302-l90-rj","","https://www.youtube.com/embed/jsWJT3L70Rc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"The Cutes","Always","u19_585","rythm and blues","blues / jazz / soul","eng","Одеса","","","","","https://lh3.googleusercontent.com/jWqA_FCtxNJCmCJ4iE_5zKSOELb5XTLTTGrG8nn_fog_61sg0zsvg7wOV4LX0hOQ7CJbIX44MtgfY6_fIQ=w302-h302-l90-rj","","https://www.youtube.com/embed/kgfAuGPcszs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"janpalach","Split w/ Cyclamen","u19_586","screamo","others","?","Одеса","","","","","img/covers19/a0623762142_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=731628562/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3607249570/transparent=true/","","","2019"
"The Sunset Survival","Pitch Black","u19_587","screamo/melodic hardcore","others","eng","Львів","","","","","https://lh3.googleusercontent.com/jjoAbaUaiW7dEnMBRZDUAmho6EWKYAXyLNkG5fLR9scbYeKFZNqtjS712ubps0XUBB6qFQhLqLS2kgJv3w=w302-h302-l90-rj","","https://www.youtube.com/embed/u-Rhl5TpzvY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Жадан і Собаки","Мадонна","u19_588","ska-punk","others","укр","Харків","","","","","https://lh3.googleusercontent.com/EElmvOQnNuqdllLXUUraO9XRZX7Z9os17voHwRMhsZem6YUqRV5gdi1Yu22n3qifTYmH9aqQYFpPb5s=w302-h302-l90-rj","","https://www.youtube.com/embed/s_HOyfERqVY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Familia Perkalaba","#ґазззууу!!!","u19_589","ska punk, powerpop, ethno","ethno","укр","Івано-Франківськ","","","","","https://lh3.googleusercontent.com/B331nC2HI5pZxyaW5ECaXpWGsjzoSdhAS7_o3FKTLYPRXF445H9QL8zjM6YEeGjwWoIJIyL9RywQRUSZ=w302-h302-l90-rj","","https://www.youtube.com/embed/IEIqHO-AYms?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"НастяЗникає","Малі сполохані звірята","u19_590","soul","blues / jazz / soul","укр","Київ","","","","","https://lh3.googleusercontent.com/ekjuQK2p_jZXo8x-KZ-u187rYpqpS9g-jq-Dx3y_ENz-pDvcdlQeJ28hUsUyIFHENr4LPiPWu9VLdwa3=w302-h302-l90-rj","","https://www.youtube.com/embed/f1ex5zjO-Jg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"NoT","why not?","u19_591","spoken word, ambient","electronic","рос","Луганськ","","","","","img/covers19/a1735940308_16.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/709123756&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"VOVK","LAIR","u19_592","stoner","metal","eng","Київ","","","","","https://lh3.googleusercontent.com/L1I05JlXiYQZkQbGjXXEmFYVzXdabVAgXdDxNtJtBEyrqJYF1bX-k_Ey-2fMvlSaJpYiE3exCJolFcxd=w302-h302-l90-rj","","https://www.youtube.com/embed/cDv3g3gD5Dg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Stoned Jesus","From the Outer Space","u19_593"," Stoner","metal","?","Київ","","","","","https://lh3.googleusercontent.com/yl38W5fBS0u0db3SBSCZ6bdbJ2I4MTxW930-n-3BQTyRWenWobBp5_s0VAMu6pG0wDSAvCqCXrjrYKFD=w302-h302-l90-rj","","https://www.youtube.com/embed/5eamwwJHpCA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Celophys","Fried Chordata","u19_594","stoner, doom, sludge","metal","?","Черкаси","","","","","https://lh3.googleusercontent.com/E6cJ2lEGBtphAkychx2PsflbqzVsVBu6VWKfts5POCE8x8KL9YKIdpoMABzT608f3AEK6Pc36TfP3Yzq=w302-h302-l90-rj","","https://www.youtube.com/embed/GgzSGkuQti0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Remorse","Inevitable Punishment","u19_595","Sympho-metal","metal","рос","Суми","","","","","img/covers19/a0736385505_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3235941656/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3053901439/transparent=true/","","","2019"
"Mirratal","Castaway","u19_596","Symphonic Power Metal","metal","eng","Київ","","","","","https://lh3.googleusercontent.com/re5yBzjnTna7--VxoeKWIsHCe1e4LywSduOY9TDNDLip5iej0spWNVKYbDX8rVBl_FrH03dRa9cM10Cfgg=w302-h302-l90-rj","","https://www.youtube.com/embed/SUjQYJIDiTA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Regina Collage","Mental Health","u19_597","synthpop","pop","-","Харків","","","","","https://lh3.googleusercontent.com/zwahU3ItsoAYOrsRNc5NKr5hiMvZWdelFoocREjWk8mioBFVjmvYtKxkoHD00KJ-hKJcNWNJsojBjJAZ=w302-h302-l90-rj","","https://www.youtube.com/embed/lKK5a2noQm8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Inplus","Vibe","u19_598","Synth/Pop","pop","рос","Київ","","","","","https://lh3.googleusercontent.com/9DQ9NLiCqA5d1cTyA0cCcApdpTe8gI3FdVgrA_1MfDUKfbCEpm9PK5qOfsjxq8wGtD2TvCJo4lgDUcRO2A=w302-h302-l90-rj","","https://www.youtube.com/embed/SnitrbrDFGs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"MY EX I","Монстри IV","u19_599","synthpop, electronic, rock","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/gxRdQCfmTJDzvLZZR-WXeND2TpROFsYA1GDM14tBMJ7ySW7_Dr5z1gUCFa8tm2mVcT-CkiEd4vtWSexp=w302-h302-l90-rj","","https://www.youtube.com/embed/akqSyoSg4fQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"MY EX I","МОНСТРИ ІІІ","u19_600","synthpop, electronic, rock","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/mhn9eDODjUD6ah9uoxaTe1osMi0fd5TtJ05VhUfKsvDfequbOfA-5onnA0-2CXKhNwEVLTtF23lAxgPz=w302-h302-l90-rj","","https://www.youtube.com/embed/iYkGss1F3J0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"MY EX I","МОНСТРИ II","u19_601","synthpop, electronic, rock","electronic","укр","Київ","","","","","https://lh3.googleusercontent.com/3lGhSW2tnI3hRruPpfdq6NkaHlQ2Gu_fvMAs_x4sOEPMdhylf0PN0eIPg05UYbAXGutBpW_eNKA5Ur5G=w302-h302-l90-rj","","https://www.youtube.com/embed/YvkQxRMP9cA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Импульс-80","Калейдоскоп","u19_602","synthwave","pop","-","Шахтарськ","","","","","https://lh3.googleusercontent.com/iwzjw260eODkhQJdeCzc2WIT7XMjOlaiHis0NBtjSvoMktjmznybXVt9nXGuCsZk3UqVyhq1nQ=w200-h300-rw","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/599150928&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Monotonne","OBSCURE","u19_603","Tech House","electronic","eng","Дніпро","","","","","https://lh3.googleusercontent.com/LK8TzjKchRgrBMwn63mrBsqZMe2eYeQgZi-kmTQ_oIQcdH2dvzfyC8R0CUIqhsaJma6Uk4eB_qlZ-T5Ecw=w302-h302-l90-rj","","https://www.youtube.com/embed/7Qdd8p1A36c?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Hybird","Chernobyl","u19_604","techno","electronic","-","Київ","","","","","img/covers19/b3d9d0b0d4d6c94aaaa6fdf406cee174.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/699980134&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Häxsabbass","Ouija","u19_605","techno","electronic","-","Рівне","","","","","img/covers19/02_valgaldr.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/686145916&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Shade Of Drums","CNEP02","u19_606","techno","electronic","-","Київ","","","","","img/covers19/artworks-000508379499-wgsqbv-original-678x381.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/599950443&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Tappling Impact","Funeral of Mankind","u19_607","thrash metal","metal","eng","Тернопіль","","","","","img/covers19/2580850.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/587881626&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Bestial Invasion","Monomania","u19_608","thrash metal ","metal","eng","Житомир","","","","","img/covers19/a2529156960_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2229257842/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1693029912/transparent=true/","","","2019"
"Zombie Attack","Bonded By Beer","u19_609","Thrash Metal","metal","eng","Київ","","","","","https://lh3.googleusercontent.com/FJ95Hxr0s_S3F-EzZ8CQCI80FYJTDmyXFLDYxA1uUJtVfMfLdqPEaZtrpmrwBgvYAMqb4nuFYfYusjeQ=w302-h302-l90-rj","","https://www.youtube.com/embed/-Em8HLXkdt4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Hell:on та Pripjat ","A Glimpse Beyond","u19_610","Thrash Metal","metal","eng","Запоріжжя","","","","","https://lh3.googleusercontent.com/iz_35ucOpPHxI4phJbs74rN_qB8_N3cJC-kYb310-jfHOxJYL-cZqheYPVih3Ix4dSzmY2XLeT8Kv7kP=w302-h302-l90-rj","","https://www.youtube.com/embed/1OZlZYkQ9SU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"044 Rose","Мотивация","u19_611","trap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/EQkBRRAYEcPu92l1ySq2a-8A2TJsyn4jZxiP0D_uzOl1bhMklALj3gP2pW8QC5soWsIVHRNIWFoX7KoH=w302-h302-l90-rj","","https://www.youtube.com/embed/Mw-HwGMMG1c?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"044 Rose","РЭП","u19_612","trap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/VD12waxYq4zdHfu6XVzJxNVHcDXPs79hYC7Z9F7NJ_Wff6yd1SpBjF9axvhKt-xns19o1M4VAHNILsHz=w302-h302-l90-rj","","https://www.youtube.com/embed/7lu9OOHxLtY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"044 Rose","ТРЭП","u19_613","trap","hip hop & rap","рос","Київ","","","","","https://lh3.googleusercontent.com/YnyjlGCKTv_gwyLJtf6mG_IuKedGHLJWJABmQGcaNWORzF8SLUDoQZdictHz85sH18EDKvX-84UHRHW5bg=w302-h302-l90-rj","","https://www.youtube.com/embed/MLWT9_x9hyI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
