"group","album","id","First_.lp._release","release_date","month","Selfdetermination","style","language","language_2nd","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","City","sex","region","longList","shortList","Название.трека","audio","image","ID.на.сайту.Аристократов","Ссылка.на.группу","listen","isaudio","aprize"
"СОЮЗ","Это все совсем не то","sing301","*","19.06.2019","jun","avant-pop / krautpop / fake jazz trio / indie","indie","російська","","*","*","","*","*","*","*","*","Київ, Minsk","чоловіча","Київ",1,NA,"Офисная","СОЮЗ_Офисная.mp3","https://static.qobuz.com/images/covers/db/uc/uir3j4910ucdb_600.jpg",20387,"https://www.facebook.com/gruppasoyuz/","https://soundcloud.com/masterskayalab/sets/soyuz-eto-vse-sovsem-ne-to","yes","усі альбоми"
"СОЮЗ","Это все совсем не то","sing302","*","19.06.2019","jun","avant-pop / krautpop / fake jazz trio / indie","indie","російська","","*","*","","*","*","*","*","*","Київ, Minsk","чоловіча","Закордон",1,NA,"Офисная","СОЮЗ_Офисная.mp3","https://static.qobuz.com/images/covers/db/uc/uir3j4910ucdb_600.jpg",20387,"https://www.facebook.com/gruppasoyuz/","https://soundcloud.com/masterskayalab/sets/soyuz-eto-vse-sovsem-ne-to","yes","усі альбоми"
"Счастливые люди","Датаизм","sing303","*","10.01.2019","jan","Крипто-поп","indie","російська","","*","*","","*","*","*","*","*","Los Angeles, Київ","мікс","Київ",1,NA,"Благая весть","Schastlivye_lyudi_Blagaya_vest.mp3","https://i1.sndcdn.com/artworks-000332906001-q2ay4d-t500x500.jpg",20372,"https://www.facebook.com/happyludy/","https://soundcloud.com/masterskayalab/sets/schastlivye-lyudi-dataizm","yes","усі альбоми"
"Счастливые люди","Датаизм","sing304","*","10.01.2019","jan","Крипто-поп","indie","російська","","*","*","","*","*","*","*","*","Los Angeles, Київ","мікс","Закордон",1,NA,"Благая весть","Schastlivye_lyudi_Blagaya_vest.mp3","https://i1.sndcdn.com/artworks-000332906001-q2ay4d-t500x500.jpg",20372,"https://www.facebook.com/happyludy/","https://soundcloud.com/masterskayalab/sets/schastlivye-lyudi-dataizm","yes","усі альбоми"
"Тартак","АнТАРТАКтида. Частина перша","sing305","","30.11.2019","nov","hip hop & rap","pop","українська","","*","","","*","*","*","*","*","Луцьк","чоловіча","Захід",NA,NA,"","","https://rock.ua/rockdb/i/cd/full/1177-antartaktida_chastina_persha.jpg",20345,"https://www.facebook.com/TAPTAK/?ref=py_c","https://itunes.apple.com/sg/album/%D0%B0%D0%BD%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BA%D1%82%D0%B8%D0%B4%D0%B0-%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%BD%D0%B0-%D0%BF%D0%B5%D1%80%D1%88%D0%B0/1444315488","","усі альбоми"
"Тінь сонця","Зачарований Світ","sing306","","01.11.2019","nov","rock","rock","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",NA,NA,"","","https://i1.sndcdn.com/artworks-000432261684-6ljn8e-t500x500.jpg",20346,"https://www.facebook.com/tin.sontsya/","https://soundcloud.com/tinsontsya/sets/zacharovanyj-svit?fbclid=IwAR2B6yN4tsIQ9GmH_p1NhaVqKoOEsunze1TTx7YjVziXDp325GfT3kz-KOc","","усі альбоми"
"ТНМК","7","sing307","","23.11.2019","nov","","hip hop & rap","українська","","*","","","*","*","*","*","*","Харків","чоловіча","Схід",1,NA,"Хоббіт","ТНМК_Хоббіт.mp3","https://notatky.com.ua/wp-content/uploads/tnmk-seven-cover-400.jpg",20368,"https://www.facebook.com/TNMKband/?fref=pb&hc_location=profile_browser","https://itunes.apple.com/ru/album/7/1442928820","yes","усі альбоми"
"Фіолет","Aurora","sing308","","17.10.2019","oct","rock","rock","українська","","*","*","","*","*","*","*","","Київ","чоловіча","Київ",NA,NA,"","","https://notatky.com.ua/wp-content/uploads/aurora-400.jpg",20347,"https://www.facebook.com/fioletband/","https://soundcloud.com/fioletband/sets/aurora","","усі альбоми"
"Хамерман Знищує Віруси","Лой","sing309","","10.06","jun","punk,cabaret,synthpop ","avant-garde","мікс","укр","*","","*","*","*","*","*","*","Суми","чоловіча","Північ",NA,NA,"","","https://f4.bcbits.com/img/a1869747531_16.jpg",20348,"https://www.facebook.com/HZVBAND/","https://h-z-v.bandcamp.com/album/--6","","усі альбоми"
"ХАС","Мегаполіс","sing310","","10.05.2019","may","Hip-Hop, RAP","hip hop & rap","українська","","*","*","","*","*","*","*","*","Львів","чоловіча","Захід",NA,NA,"","","http://notatky.com.ua/wp-content/uploads/has-lp-400.jpg",20349,"https://www.facebook.com/13xac/","https://itunes.apple.com/ua/album/%D0%BC%D0%B5%D0%B3%D0%B0%D0%BF%D0%BE%D0%BB%D1%96%D1%81/1377188399","","усі альбоми"
"Христина Соловій","Любий Друг","sing311","","26.10.2019","oct","Indie Pop","indie","українська","","*","*","","*","*","*","*","*","Дрогобич","жіноча","Захід",NA,NA,"","","https://toloka.to/photos/181026121543804752_f0_0.jpg",20350,"https://www.facebook.com/khrystyna.soloviy","https://soundcloud.com/khrystyna-soloviy/sets/liubyi-druh","","усі альбоми"
"Человек-Животное","Мощи Олдскула","sing312","","27.06.2019","jun","punk rock","rock","російська","","*","*","*","*","*","*","*","","Харків","чоловіча","Схід",NA,NA,"","","https://liroom.com.ua/wp-content/uploads/2018/07/image-499x500.jpg",20351,"https://www.facebook.com/groups/humananimal/","https://humananimalband.bandcamp.com/album/--2","","усі альбоми"
"Ядерна Могила","DODECAGON","sing313","","02.08.2019","aug","Hip-Hop/Rap","hip hop & rap","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",NA,NA,"","","https://www.neformat.com.ua/images/imagecache/material_680w/releases/40619437_2174470662837616_9124433681325228032_n.jpg",20352,"https://www.facebook.com/nuclear.grave.044/","https://soundcloud.com/nuclear_grave/sets/dodecagon","","усі альбоми"
